Company Name,Sector,Stage,Amount,Location,Founded,Investor,Funding Year,Startup_Age,label,above_threshold
Yap,fintech,Seed,1402000.0,Chennai,2019.0,"Amrish Rau, Kunal Shah, Jitendra Gupta",2020,1.0,technology,False
Clover,agritech,Series A,5500000.0,Bangalore,2019.0,"Omnivore, Accel Partners, Mayfield",2020,1.0,technology,False
Nova Credit,fintech,Series B,50000000.0,Bangalore,2019.0,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst.",2020,1.0,technology,True
CodingNinjas,edtech,Series A,5200000.0,Delhi,2016.0,Info Edge Ltd,2020,4.0,technology,False
Furlenco,ecommerce,Series C,2200000.0,Bangalore,2011.0,Chowdry Associates,2020,9.0,technology,False
Brick&Bolt,fintech,Pre series A,1500000.0,Bangalore,2018.0,Surge,2020,2.0,technology,False
HempStreet,healthtech,Pre series A,1000000.0,Bangalore,2019.0,Pharmacon Holdings,2020,1.0,technology,False
MoEngage,marketing,Series C,25000000.0,Bangalore,2019.0,Eight Roads Ventures,2020,1.0,technology,True
Classplus,edtech,Pre series A,2500000.0,Bangalore,2018.0,"Blume Ventures, Sequoia",2020,2.0,technology,False
Chaayos,beverages,Seed,21500000.0,Bangalore,2012.0,Think Investment,2020,8.0,technology,True
PetPooja,saas,Seed,2000000.0,Ahmedabad,2011.0,Udaan,2020,9.0,non-technology,False
Altor,tech,Seed,1000000.0,Bangalore,2019.0,Venture Catalysts,2020,1.0,technology,False
Pepperfry,e-market,Series F,40000000.0,Mumbai,2013.0,Pidilite Industries,2020,7.0,technology,True
FirstCry,e-market,Series E,1500000.0,Pune,2010.0,Softbank’s Vision Fund,2020,10.0,technology,False
Waycool,agritech,Series C,32000000.0,Chennai,2015.0,LightBox Ventures,2020,5.0,technology,True
WorkIndia,hr tech,Seed,6000000.0,Bangalore,2019.0,Xiaomi,2020,1.0,technology,False
Qyuki,media,Seed,3500000.0,Mumbai,2019.0,Info Edge Venture Fund,2020,1.0,technology,False
Leap India,agritech,Series B,30000000.0,Coimbatore,2019.0,Neev Fund,2020,1.0,technology,True
Picxy,media,Seed,250000.0,Hyderabad,2019.0,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",2020,1.0,technology,False
Krimanshi,agritech,Seed,20000.0,Jodhpur,2019.0,Arunachal Pradesh Social Entrepreneurship Meet,2020,1.0,technology,False
NEETprep,edtech,Seed,1000000.0,Delhi,2019.0,IndiaQuotient,2020,1.0,technology,False
Dot Pvt. Ltd,fintech,Seed Round,8000000.0,Gurugram,2019.0,"PayU, Fosun RZ Capital",2020,1.0,technology,False
Kuku FM,media,Series A,5500000.0,Mumbai,2019.0,Vertex Ventures,2020,1.0,technology,False
SuperMoney,fintech,Pre series A,1000000.0,Mumbai,2018.0,Unitus Ventures.,2020,2.0,technology,False
Rebel Foods,food tech,Seed,4900000.0,Bangalore,2019.0,Alteria Capital,2020,1.0,technology,False
AlphaVector,e tailor,Seed,1000000.0,Bangalore,2015.0,"Avaana Capital, Titan Capital",2020,5.0,technology,False
Fox Capital,fintech,Seed,2500000.0,Jaipur,2019.0,Institutional Investors,2020,1.0,technology,False
Tribe Theory,accomodation,Seed,3500000.0,Bangalore,2019.0,Tim Draper,2020,1.0,non-technology,False
Fleetx,saas,Series A,1402400.0,Bangalore,2019.0,Beenext,2020,1.0,non-technology,False
Embibe,edtech,Seed,12618300.0,Mumbai,2019.0,Reliance Industries Limited (RIL),2020,1.0,technology,True
Entri,edtech,Seed Round,1400000.0,Kochi,2017.0,Good Capital,2020,3.0,technology,False
Oye! Rickshaw,e-mobility,Series A,10000000.0,Bangalore,2019.0,Chiratae Ventures,2020,1.0,technology,True
Seal Professional,edtech,Pre series A,1000000.0,Bangalore,2012.0,Equanimity Ventures,2020,8.0,technology,False
Sprinng Foods,food,Seed,1000000.0,Mumbai,2019.0,"Mistletoe, Info Edge Asia",2020,1.0,non-technology,False
1MG,healthtech,Seed,9900000.0,Gurugram,2015.0,Bill & Melinda Gates Foundation,2020,5.0,technology,True
Aagey,fintech,Seed,1000000.0,Bangalore,2019.0,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",2020,1.0,technology,False
Doubtnut,edtech,Series A,15000000.0,Gurugram,2017.0,Tencent,2020,3.0,technology,True
AdonMo,ad-tech,Seed,3000000.0,Bangalore,2017.0,Ant Financial,2020,3.0,technology,False
RACEnergy,e-mobility,Seed Round,1000000.0,Bangalore,2018.0,"GrowX ventures, Prophetic Ventures",2020,2.0,technology,False
BharatPe,fintech,Seed,100000000.0,Delhi,2018.0,Coatue Management,2020,2.0,technology,True
Kisan Network,agritech,Seed Round,3000000.0,Gurugram,2015.0,Atsushi Taira,2020,5.0,technology,False
Vogo,automotive,Series C,35000000.0,Bangalore,2016.0,Lightstone Aspada,2020,4.0,non-technology,True
Yolo,transport,Seed Round,600000.0,Gurugram,2019.0,Inflection Point Ventures,2020,1.0,non-technology,False
Unotech,saas,Seed,2000000.0,Mumbai,2011.0,Manish Choksi,2020,9.0,non-technology,False
Zetwerk,marketplace,Seed,2200000.0,Bangalore,2018.0,InnoVen capital,2020,2.0,technology,False
CureSkin,healthtech,Seed,500000.0,Bangalore,2017.0,SenseAI Ventures,2020,3.0,technology,False
WizKlub,edtech,Seed Funding,982530.0,Bangalore,2018.0,Incubate Fund India,2020,2.0,technology,False
Interviewbit,edtech,Series A,1500000.0,Pune,2014.0,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",2020,6.0,technology,False
MoneyTap,fintech,Series B,70185200.0,Bangalore,2016.0,"Aquiline Technology Growth (ATG), RTP Global, Sequoia India",2020,4.0,technology,True
Uniplatform Tech,saas,Seed,1000000.0,Delhi,2015.0,"Frontline Strategy Finds, SucSEED Venture Partners LLP",2020,5.0,non-technology,False
INdwealth,fintech,Series C,12000000.0,Gurugram,2019.0,"Tiger Global, Steadview Capital, DF International Private Partners",2020,1.0,technology,True
Bizongo,marketplace,Series C,30000000.0,Mumbai,2015.0,Schroder Adveq,2020,5.0,technology,True
AppsFlyer,saas,Series D,1500000.0,Bangalore,2011.0,General Atlantic,2020,9.0,non-technology,False
Digit Insurance,insurtech,Seed,84000000.0,Bangalore,2019.0,"A91 Partners, Faering Capital, TVS Capital",2020,1.0,technology,True
Livspace,interior design,Series D,60000000.0,Bangalore,2014.0,"Tahoe Investment Group, Mercer Investment",2020,6.0,non-technology,True
GetVantage,fintech,Seed Round,1000000.0,Mumbai,2019.0,"Samyakth Capital, Venture Catalysts",2020,1.0,technology,False
Konfinity,edtech,Seed,1000000.0,Noida,2018.0,Angel investors,2020,2.0,technology,False
Pine Labs,fintech,Seed,1000000.0,Noida,2019.0,Mastercard,2020,1.0,technology,False
Instoried,saas,Seed,1000000.0,Delhi,2019.0,"SOSV, Chinaccelerator",2020,1.0,non-technology,False
Nupay,neo-banking,Seed,1000000.0,Haryana,2019.0,Venture Catalysts,2020,1.0,non-technology,False
LogiNext,transport automation,Series B,39000000.0,Bangalore,2019.0,"Tiger Global, Steadview Capital",2020,1.0,technology,True
Crysta,healthtech,Pre Series A,1403400.0,Delhi,2018.0,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",2020,2.0,technology,False
Eupheus Learning,edtech,Series A,4300000.0,New Delhi,2017.0,Yuj Ventures,2020,3.0,technology,False
Bounce,automotive and rentals,Series D,105000000.0,Bangalore,2014.0,"Accel Partners, B Capital",2020,6.0,technology,True
Park+,techonology,Seed,11000000.0,Bangalore,2019.0,"Sequoia Capital, Matrix Partners India",2020,1.0,technology,True
Goodmylk,dairy,Seed Round,400000.0,Bangalore,2017.0,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",2020,3.0,technology,False
SmartKarrot,saas,Seed,1000000.0,Bangalore,2019.0,Angel investors,2020,1.0,non-technology,False
Skylo,iot,Series B,103000000.0,Bangalore,2017.0,SoftBank Group,2020,3.0,technology,True
Tea Trunk,beverage,Seed,220000.0,Goa,2013.0,Angel investors,2020,7.0,technology,False
Zoomcar,transport & rentals,Series D,30000000.0,Bangalore,2013.0,Sony Innovation Fund,2020,7.0,non-technology,True
Mera Cashier,fintech,Seed Round,250000.0,Noida,2019.0,"Amit Singal, Manish Aggarwal",2020,1.0,technology,False
Samya AI,saas,Seed Round,6000000.0,Bangalore,2019.0,Sequoia India,2020,1.0,non-technology,False
Kristal AI,ai,Series A,6000000.0,Bangalore,2016.0,Chiratae Ventures,2020,4.0,technology,False
Invento Robotics,ai robotics,Seed Round,281300.0,Bangalore,2019.0,"Windrose Capital, ITI Growth Opportunities Venture Fund",2020,1.0,technology,False
Zimyo,hr tech,Seed,1000000.0,Gurugram,2018.0,Yatra Angel Network (YAN),2020,2.0,technology,False
Sabse Sasta Dukaan,pharmaceutical,Seed,1000000.0,Kolkata,2016.0,Angel investors,2020,4.0,technology,False
Fitphilia,healthtech,Seed,1000000.0,Mumbai,2019.0,Angel investors,2020,1.0,technology,False
Medicus,healthtech,Seed,12700.0,Mumbai,2019.0,Angel investors,2020,1.0,technology,False
Monech,fintech,Seed Round,12700.0,Mumbai,2019.0,Angel investors,2020,1.0,technology,False
Teach Us,edtech,Seed Round,12700.0,Bangalore,2019.0,Angel investors,2020,1.0,technology,False
Dealberg,b2b marketplace,Seed,1000000.0,Bangalore,2019.0,Inflection Point Ventures,2020,1.0,technology,False
Phenom People,hr tech,Series C,30000000.0,Bangalore,2010.0,WestBridge Capital,2020,10.0,technology,True
Extra Edge,edtech,Pre Series A,700000.0,Pune,2019.0,"Sprout Venture Partners, Indian Angel Network",2020,1.0,technology,False
Capital Quotient,fintech,Seed,600000.0,Bangalore,2016.0,Inflection Point Ventures,2020,4.0,technology,False
Karfa,ecommerce,Seed Round,25000.0,Delhi,2019.0,Inflection Point Ventures,2020,1.0,technology,False
Gamerji,gaming,Seed,400000.0,Bangalore,2019.0,La Gajjar Group,2020,1.0,technology,False
Bounce,automotive and rentals,Series D,97500000.0,Bangalore,2014.0,"Accel Partners, B Capital",2020,6.0,technology,True
Zinier,automation,Series C,90000000.0,Bangalore,2015.0,ICONIQ Capital,2020,5.0,technology,True
ProEves,preschool daycare,Seed Round,507000.0,Delhi,2016.0,1Crowd,2020,4.0,technology,False
Toddle,fintech,Seed,1000000.0,Bengaluru,2019.0,Matrix Partners India,2020,1.0,technology,False
Aesthetic Nutrition,food diet,Pre Series A,1000000.0,Bangalore,2018.0,DSG Consumer Partners,2020,2.0,non-technology,False
Capital Float,fintech,Seed,15000000.0,Bangalore,2013.0,"Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",2020,7.0,technology,True
Ninjacart,b2b agritech,Series C,10000000.0,Bangalore,2015.0,"Flipkart India, Singapore-based GEC3",2020,5.0,technology,True
TechnifyBiz,b2b agritech,Seed Round,2000000.0,Bangalore,2017.0,"Omnivore, Insitor Impact Asia Fund",2020,3.0,technology,False
Wysh,e-connect,Series A,2000000.0,Hyderabad,2019.0,Kalaari Capital,2020,1.0,non-technology,False
Keito,ai,Seed Round,160000.0,Pune,2016.0,Suma Soft Pvt Ltd,2020,4.0,technology,False
Klub,fintech,Pre seed round,2000000.0,Bangalore,2019.0,Sequoia Surge,2020,1.0,technology,False
Aadhar,ecommerce,Seed Round,1000000.0,Mumbai,2017.0,"Sprout Venture Partners, JITO Angel Network, LetsVenture",2020,3.0,technology,False
IncubateHub,tech hub,Seed,1000000.0,Bengaluru,2019.0,Venture Catalysts,2020,1.0,technology,False
Rage Coffee,fmcg,Seed,1000000.0,Delhi,2019.0,Refex Capital,2020,1.0,technology,False
Skilancer,technology,Seed,1000000.0,Noida,2019.0,Venture Catalysts,2020,1.0,technology,False
Harappa Education,edtech,Seed,1000000.0,New Delhi,2019.0,James Murdoch-led Lupa Systems,2020,1.0,technology,False
Rheo,entertainment,Seed,2000000.0,Bangalore,2019.0,"Lightspeed Venture Partners, Sequoia Surge",2020,1.0,technology,False
Axio Biosolutions,medtech,Series B,5200000.0,Bangalore,2019.0,Omidyar Network India,2020,1.0,technology,False
Techbooze,consultancy,Series A,15000000.0,Bangalore,2019.0,Space Capital,2020,1.0,non-technology,True
PayMart,fintech,Seed,1000000.0,Chandigarh,2015.0,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",2020,5.0,technology,False
Testbook,edtech,Series B,8400000.0,Bangalore,2019.0,Iron Pillar,2020,1.0,technology,False
FabAlley,ecommerce,Seed,1100000.0,Noida,2012.0,Trifecta Capital,2020,8.0,technology,False
HaikuJAM,fintech,Seed,3400000.0,Bangalore,2019.0,"Lightbox. Social Capital, Dunce Capital",2020,1.0,technology,False
Mamaearth,ecommerce,Series A,18300000.0,Bangalore,2019.0,Sequoia India,2020,1.0,technology,True
Rentomojo,rental,Seed,2000000.0,Bangalore,2014.0,GMO Payment Gateway,2020,6.0,non-technology,False
Zomato,foodtech,Seed,1500000.0,Bangalore,2019.0,Ant Financial,2020,1.0,technology,False
Byju,edtech,Seed,1500000.0,Bangalore,2011.0,Tiger Global,2020,9.0,technology,False
Generico,pharmacy,Seed,1400000.0,Mumbai,2019.0,Alteria Capital,2020,1.0,technology,False
HighRadius,saas,Series B,1500000.0,Hyderabad,2016.0,ICONIQ Capital,2020,4.0,non-technology,False
Chai Kings,beverage,Seed,1000000.0,Chennai,2019.0,The Chennai Angels (TCA),2020,1.0,technology,False
Rivigo,logistics,Series F,3400000.0,Gurugram,2014.0,Trifecta Capital,2020,6.0,non-technology,False
BuildPan,saas,Seed Round,1000000.0,Indore,2019.0,"HNIs in India, Japan, and the US",2020,1.0,non-technology,False
Shiksha,edtech,Seed,181000.0,Bangalore,2008.0,Mumbai Angels Network,2020,12.0,technology,False
Super Surfaces,deisgning,Series A,500000.0,Hyderabad,2019.0,Vishnu Reddy,2020,1.0,non-technology,False
Quicko,taxation,Seed,280000.0,Ahmedabad,2019.0,"Zerodha fintech fund, Rainmatter",2020,1.0,non-technology,False
Satin Creditcare,fintech,Seed,15000000.0,Gurgaon,2019.0,Austrian Bank,2020,1.0,technology,True
XpressBees,logistics,Seed,10000000.0,Bangalore,2015.0,Alibaba,2020,5.0,non-technology,True
FarmERP,agritech,Series A,1000000.0,Pune,2001.0,TechnoGen,2020,19.0,technology,False
Wealth Bucket,fintech,Seed,3000000.0,Bangalore,2018.0,"NorthStar, Vinod Khatumal",2020,2.0,technology,False
GoMechanic,automobile technology,Series B,14700000.0,Delhi,2016.0,"Chiratae Ventures, Sequoia Capital, Orios Venture Partners",2020,4.0,technology,True
Fashor,fashion,Pre Series A,1000000.0,Chennai,2017.0,Sprout venture partners,2020,3.0,non-technology,False
Leverage Edu,edtech,Seed,1500000.0,Delhi,2019.0,"DSG Consumer Partners, Blume Ventures",2020,1.0,technology,False
EpiFi,fintech,Seed Round,13200000.0,Bangalore,2019.0,"Sequoia India, Ribbit Capital",2020,1.0,technology,True
Purplle,cosmetics,Seed,8000000.0,Mumbai,2012.0,Verlinvest,2020,8.0,non-technology,False
Shuttl,transport,Series C,8043000.0,Delhi,2015.0,SIG Global India Fund LLP.,2020,5.0,non-technology,False
Pando,logitech,Series A,9000000.0,Chennai,2017.0,Chiratae Ventures,2020,3.0,technology,True
Unbox Robotics,ai startup,Pre-series A,1200000.0,Bangalore,2019.0,"BEENEXT, Entrepreneur First",2021,2.0,technology,False
upGrad,edtech,Seed,120000000.0,Mumbai,2015.0,"Unilazer Ventures, IIFL Asset Management",2021,6.0,technology,True
Lead School,edtech,Series D,30000000.0,Mumbai,2012.0,"GSV Ventures, Westbridge Capital",2021,9.0,technology,True
Bizongo,b2b e-commerce,Series C,51000000.0,Mumbai,2015.0,"CDC Group, IDG Capital",2021,6.0,technology,True
FypMoney,fintech,Seed,2000000.0,Gurugram,2021.0,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal",2021,0.0,technology,False
Urban Company,home services,Seed,1500000.0,New Delhi,2014.0,Vy Capital,2021,7.0,non-technology,False
Comofi Medtech,healthtech,Seed,200000.0,Bangalore,2018.0,"CIIE.CO, KIIT-TBI",2021,3.0,technology,False
Qube Health,healthtech,Pre-series A,1000000.0,Mumbai,2016.0,Inflection Point Ventures,2021,5.0,technology,False
Vitra.ai,tech startup,Seed,1000000.0,Bangalore,2020.0,Inflexor Ventures,2021,1.0,technology,False
Taikee,e-commerce,Seed,1000000.0,Mumbai,2010.0,Inflection Point Ventures,2021,11.0,technology,False
Fitterfly,healthtech,Pre-series A,3000000.0,Mumbai,2016.0,"9Unicorns Accelerator Fund, Metaform Ventures",2021,5.0,technology,False
FreeStand,b2b service,Seed,100000.0,New Delhi,2017.0,"SucSEED Indovation, IIM Calcutta Innovation Park",2021,4.0,non-technology,False
MyDentalPlan,helathcare,Seed,700000.0,Bangalore,2014.0,Safe Planet Medicare,2021,7.0,technology,False
Freyr Energy,renewable energy,Seed,2000000.0,Hyderabad,2014.0,"Impact Partners, C4D Partners",2021,7.0,technology,False
DealShare,e-commerce,Seed,9000000.0,Jaipur,2018.0,"Tiger Global Management, InnoVen Capital",2021,3.0,technology,True
ORAI,it startup,Pre-series A,400000.0,Bangalore,2020.0,Inflection Point Ventures,2021,1.0,technology,False
ixamBee,edtech,Seed,300000.0,New Delhi,2016.0,"Mumbai Angels, Narendra Shyamsukha",2021,5.0,technology,False
CoinSwitch Kuber,fintech,Series B,25000000.0,Bangalore,2017.0,"Paradigm, Kunal Shah",2021,4.0,technology,True
Razorpay,fintech,Series E,1500000.0,Bangalore,2014.0,"Matrix Partners India, GIC",2021,7.0,technology,False
Uable,edtech,Seed,1000000.0,Bangalore,2020.0,"Chiratae Ventures, JAFCO Asia",2021,1.0,technology,False
ZFW Hospitality,food & beverages,Pre-seed,150000.0,New Delhi,2015.0,"Mumbai Angels Network, Expert DOJO",2021,6.0,technology,False
Optimized Electrotech,aeorspace,Pre-series A,1800000.0,Ahmadabad,2017.0,GVFL,2021,4.0,non-technology,False
Northern Arc,fintech,Seed,5000000.0,Chennai,2008.0,"Kotak Mahindra Bank, FMO",2021,13.0,technology,False
Chara,deep tech,Seed,850000.0,Bangalore,2019.0,Kalaari Capital,2021,2.0,technology,False
Sirona Hygiene,healthtech,Series A,3000000.0,New Delhi,2015.0,"NB Ventures, IAN Fund",2021,6.0,technology,False
Pristyn Care,healthtech,Series D,53000000.0,Gurugram,2018.0,"Sequoia Capital India, Hummingbird Ventures",2021,3.0,technology,True
TrulyMadly,dating,Pre-series A,2000000.0,New Delhi,2013.0,"Gaurav Munjal, Snehil Khanor",2021,8.0,non-technology,False
Vidyakul,edtech,Seed,500000.0,Bangalore,2018.0,"JITO Angel Network, SOSV",2021,3.0,technology,False
Jambox Games,gaming,Seed,1100000.0,Bangalore,2021.0,Inflection Point Ventures,2021,0.0,technology,False
Miko,robotics,Seed,6000000.0,Mumbai,2015.0,"Chiratae Ventures, YourNest Venture Capital",2021,6.0,technology,False
SuperK,retail,Seed,800000.0,Andhra Pradesh,2019.0,STRIVE VC,2021,2.0,technology,False
TagZ Foods,food,Pre-series A,500000.0,Bangalore,2019.0,Venture Catalysts,2021,2.0,non-technology,False
Fuel Buddy,oil and energy,Seed,1000000.0,New Delhi,2017.0,Jaipuria Family Office,2021,4.0,technology,False
M1xchange,fintech,Seed,10000000.0,Gurugram,2017.0,Amazon,2021,4.0,technology,True
Spintly,tech startup,Seed,500000.0,Goa,2017.0,Riso Capital,2021,4.0,technology,False
EF Polymer,agritech,Seed,200000.0,Rajsamand,2018.0,MTG Ventures,2021,3.0,technology,False
boAt,electronics,Seed,6000000.0,New Delhi,2016.0,"Qualcomm Ventures, Warburg Pincus",2021,5.0,technology,False
TruNativ,food & beverages,Seed,1000000.0,Mumbai,2019.0,9Unicorns,2021,2.0,technology,False
iBus,telecommuncation,Seed,21000000.0,Bangalore,2010.0,Morgan Stanley,2021,11.0,non-technology,True
Puresh Daily,milk startup,Seed,100000.0,Ranchi,2019.0,"Alfa Ventures, Agility Venture Partners",2021,2.0,technology,False
LearnVern,edtech,Seed,1000000.0,Ahmadabad,2016.0,Inflection Point Ventures,2021,5.0,technology,False
LimeChat,ai chatbot,Seed,7500000.0,Faridabad,2020.0,"Stellaris Venture Partners, Ramakant Sharma",2021,1.0,technology,False
Dybo,it,Seed,100000.0,Bangalore,2019.0,Spanache,2021,2.0,technology,False
WeWork India,hospitality,Seed,26000000.0,Bangalore,2017.0,Inflection Point Ventures,2021,4.0,technology,True
Solethreads,fashion,Series A,1000000.0,Gurugram,2018.0,"DSG Consumer Partners, Saama Capital",2021,3.0,non-technology,False
Beldara,e-commerce,Seed,7400000.0,Mumbai,2018.0,Hindustan Media Ventures,2021,3.0,technology,False
CredFlow,fintech,Seed,2000000.0,New Delhi,2020.0,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures",2021,1.0,technology,False
Oye Rickshaw,transportation,Seed,3000000.0,Gurugram,2017.0,"Alteria Capital, Chiratae Ventures",2021,4.0,non-technology,False
Legitquest,legaltech,Seed,600000.0,New Delhi,2017.0,"WaterBridge Ventures, Info Edge",2021,4.0,technology,False
AntWak,edtech,Seed,1000000.0,Bangalore,2019.0,"Vaibhav Domkundwar, Kunal Shah",2021,2.0,technology,False
PlayShifu,edtech,Series B,17000000.0,Bangalore,2016.0,"Chiratae Ventures, Bharat Innovation Fund",2021,5.0,technology,True
Pitstop,automotive,Pre-series B,3500000.0,Bangalore,2015.0,"Acko Technology, Services, LetsVenture",2021,6.0,non-technology,False
Lendingkart,fintech,Debt,15000000.0,Gujarat,1999.0,"Bertelsmann India Investments, Fullerton Financial Holdings",2021,22.0,technology,True
CRED,fintech,Series D,1500000.0,Bangalore,2018.0,"Dragoneer Investment Group, Tiger Global Management",2021,3.0,technology,False
Karnival,saas startup,Seed,2500000.0,Bangalore,2015.0,http://100x.vc/,2021,6.0,technology,False
WESS,renewable energy,Seed,2000000.0,Mumbai,1989.0,Centrum Financial Services,2021,32.0,technology,False
ShopSe,fintech,Seed,5500000.0,Mumbai,2020.0,"Chiratae Ventures, BEENEXT",2021,1.0,technology,False
Fantasy Akhada,fantasy sports,Seed,600000.0,Gurugram,2020.0,Harsha Bhogle,2021,1.0,non-technology,False
Rage Coffee,food & beverages,Pre-series A,1000000.0,New Delhi,2018.0,"GetVantage, Prakash Katama",2021,3.0,technology,False
Groww,fintech,Series D,83000000.0,Bangalore,2017.0,"Tiger Global Management, Y Combinator Continuity Fund",2021,4.0,technology,True
Avanti Finance,fintech,Series A,26000000.0,Bangalore,2016.0,Michael & Susan Dell Foundation,2021,5.0,technology,True
Kudos,fintech,Pre-series A,1000000.0,Pune,2014.0,Marquee fintech founders,2021,7.0,technology,False
OfBusiness,fintech,Seed,110000000.0,Gurugram,2015.0,"Falcon Edge India, Norwest Venture Partners",2021,6.0,technology,True
Superpro.ai,video communication,Seed,3000000.0,Bangalore,2019.0,"SOSV, Omphalos Ventures India",2021,2.0,non-technology,False
WiT-ACE,skill development,Seed,1000000.0,Gurugram,2020.0,CitiusTech,2021,1.0,technology,False
Spinny,retail,Series C,65000000.0,Gurugram,2015.0,"Arena Holdings, Think Investments",2021,6.0,technology,True
Alteria Capital,fintech,Debt,1500000.0,Mumbai,2018.0,Inflection Point Ventures,2021,3.0,technology,False
Safexpay,fintech,Seed,6000000.0,Thane,2017.0,"T Choithrams BVI, Ardor",2021,4.0,technology,False
PumPumPum,rental,Pre-series A,700000.0,Gurugram,2018.0,"Kogta Financial India Limited, ICICI Bank",2021,3.0,non-technology,False
Speciale Invest,fintech,Seed,10000000.0,Bangalore,2017.0,Inflection Point Ventures,2021,4.0,technology,True
Eunimart,e-commerce,Pre-series A,700000.0,Hyderabad,2016.0,"SucSEED Venture Partners, TMT Connekt",2021,5.0,technology,False
Meesho,e-commerce,Seed,1500000.0,Bangalore,2015.0,"SAIF Partners, Venture Highway",2021,6.0,technology,False
CareerLabs,edtech,Seed,2200000.0,Bangalore,2019.0,Global Founders Capital,2021,2.0,technology,False
Uable,edtech,Pre-series A,35000000.0,Bangalore,2020.0,"JAFCO Asia, Chiratae Ventures",2021,1.0,technology,True
Zoko,tech startup,Seed,1500000.0,Bangalore,2016.0,Y Combinator,2021,5.0,technology,False
GetWork,recruitment,Seed,200000.0,Gurugram,2019.0,Artha Venture Fund,2021,2.0,technology,False
Easebuzz,e-commerce,Series A,4000000.0,Pune,2015.0,"Jitendra Gupta, Amrish Rau",2021,6.0,technology,False
Chingari,social media,Seed,13000000.0,Bangalore,2018.0,"FJ Labs, Brian Norgard",2021,3.0,technology,True
Onsurity,healthcare,Seed,1000000.0,Bangalore,2020.0,"Jitendra Gupta, Harsh Shah",2021,1.0,technology,False
Karbon Card,fintech,Seed,1000000.0,Bangalore,2019.0,Y Combinator,2021,2.0,technology,False
Factors.AI,saas startup,Seed,2000000.0,Bangalore,2020.0,"Elevation Partners, Emergent Ventures",2021,1.0,technology,False
Elevar,sports,Seed,2000000.0,Mumbai,2017.0,"Kalaari Capital, Dream Capital",2021,4.0,non-technology,False
OTO Capital,fintech,Seed,6000000.0,Mumbai,2018.0,Matrix Partners India,2021,3.0,technology,False
1Bridge,consumer goods,Seed,2500000.0,Bangalore,2016.0,C4D Partners,2021,5.0,non-technology,False
Skeps,fintech,Seed,9500000.0,Gurugram,2018.0,Bertelsmann India,2021,3.0,technology,True
Curefoods,food & beverages,Seed,13000000.0,Bangalore,2020.0,"Iron Pillar, Nordstar, Binny Bansal",2021,1.0,technology,True
TartanSense,information technology,Seed,5000000.0,Bangalore,2015.0,"FMC, Omnivore, Blume Ventures",2021,6.0,technology,False
Bewakoof,apparel & fashion,Seed,8000000.0,Mumbai,2012.0,InvestCorp,2021,9.0,technology,False
Kirana247,logistics & supply chain,Seed,1000000.0,New Delhi,2018.0,Inflection Point Ventures,2021,3.0,technology,False
FanPlay,computer games,,1200000.0,,2020.0,"Pritesh Kumar, Bharat Gupta",2021,1.0,technology,False
NeoDocs,healthtech,Seed,1000000.0,Mumbai,2020.0,"Y Combinator, 9Unicorns, Titan Capital",2021,1.0,technology,False
IsGoingOnline,retail,Seed,200000.0,Cochin,2015.0,"Unicorn India Ventures, SEA Fund, Devdatt Shah",2021,6.0,technology,False
Elda Health,healthcare,Seed,1500000.0,Bangalore,2020.0,"Avaana Capital, Orios Ventures",2021,1.0,technology,False
Sporjo,sportstech,Seed,2000000.0,Mumbai,2020.0,Punit Balan,2021,1.0,technology,False
Advantage Club,hrtech,Seed,1700000.0,Mumbai,2014.0,"Y Combinator, Broom Ventures, Kunal Shah",2021,7.0,technology,False
SuperGaming,gaming,Seed,5500000.0,Pune,2017.0,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",2021,4.0,technology,False
Ruptok,fintech,Seed,1000000.0,New Delhi,2020.0,Eclear Leasing,2021,1.0,technology,False
Curefoods,food & beverages,Seed,13000000.0,Bangalore,2020.0,"Iron Pillar, Nordstar, Binny Bansal",2021,1.0,technology,True
TartanSense,information technology,Series A,5000000.0,Bangalore,2015.0,"FMC, Omnivore, Blume Ventures",2021,6.0,technology,False
Bewakoof,apparel & fashion,Seed,8000000.0,Mumbai,2012.0,InvestCorp,2021,9.0,technology,False
Kirana247,logistics & supply chain,Pre-series A,1000000.0,New Delhi,2018.0,Inflection Point Ventures,2021,3.0,technology,False
NeoDocs,healthtech,Pre-seed,1000000.0,Mumbai,2020.0,"Y Combinator, 9Unicorns, Titan Capital",2021,1.0,technology,False
IsGoingOnline,retail,Pre-series A,200000.0,Cochin,2015.0,"Unicorn India Ventures, SEA Fund, Devdatt Shah",2021,6.0,technology,False
Camp K12,edtech,Series A,12000000.0,Gurugram,2010.0,"Matrix Partners India, Elevation Capital",2021,11.0,technology,True
